timestamp,namespace,pod_name,node_name,failure_type,failure_injected,failure_detected,cpu_usage_cores,memory_usage_bytes,disk_io_read_bytes,disk_io_write_bytes,network_rx_bytes,network_tx_bytes,oom_killed,restart_count,latency_ms,container_ready,pod_scheduled,node_cpu_allocatable_cores,node_memory_allocatable_bytes,will_fail_soon
2025-02-26T00:28:33.226758Z,kube-system,worker-deployment-7055,node-01,pod_stuck,TRUE,TRUE,0.98,5505526221,16412,7064137,1779282,919712,FALSE,0,8.5,TRUE,TRUE,2,16000000000,TRUE
2025-03-17T03:31:33.226778Z,default,nginx-deployment-2480,node-03,container_crash,TRUE,TRUE,0.92,1053578299,4522676,7884357,2609204,437282,FALSE,7,453.83,TRUE,TRUE,16,8000000000,TRUE
2025-02-11T03:21:33.226798Z,dev,nginx-deployment-6720,node-06,container_crash,FALSE,FALSE,1.61,801109855,5836130,584450,4001768,4730138,FALSE,10,107.4,TRUE,TRUE,2,16000000000,FALSE
2025-02-05T15:47:33.226818Z,dev,redis-deployment-2886,node-06,node_reboot,TRUE,TRUE,0.11,7750347249,6787866,5637032,1429090,1887611,FALSE,9,389.11,TRUE,TRUE,8,32000000000,TRUE
2025-02-19T05:58:33.226837Z,kube-system,db-deployment-2751,node-07,oom_kill,FALSE,FALSE,1.06,5292591362,9366920,9775828,2634429,1862588,TRUE,5,287.03,TRUE,TRUE,8,8000000000,FALSE
2025-03-03T20:46:33.226856Z,kube-system,db-deployment-8834,node-01,filesystem_error,FALSE,FALSE,1.75,5975431470,5848029,7214715,4928851,1559173,FALSE,6,240.84,FALSE,TRUE,8,8000000000,FALSE
2025-02-20T22:44:33.226875Z,prod,db-deployment-1999,node-03,pod_stuck,TRUE,TRUE,0.41,1268496218,4085700,5933284,3685313,3165285,FALSE,6,464.32,TRUE,TRUE,8,8000000000,TRUE
2025-03-12T02:57:33.226894Z,default,redis-deployment-3734,node-07,container_crash,TRUE,FALSE,1.52,5342970702,6936766,6975829,3221521,1999572,FALSE,2,78.27,TRUE,TRUE,2,8000000000,FALSE
2025-02-04T13:53:33.226915Z,dev,worker-deployment-6153,node-09,pod_eviction,FALSE,FALSE,0.91,1210291427,4472958,8920062,1155600,4583277,FALSE,8,176.98,TRUE,TRUE,4,8000000000,FALSE
2025-03-12T01:49:33.226935Z,kube-system,worker-deployment-3731,node-07,cpu_throttle,FALSE,FALSE,1.72,7701887180,2715969,8683014,3036895,1709992,FALSE,0,72.48,TRUE,TRUE,2,32000000000,FALSE
2025-03-20T02:08:33.226954Z,prod,worker-deployment-8513,node-02,cpu_throttle,TRUE,TRUE,0.28,4226313634,8307686,7786095,2847496,4819535,FALSE,6,421.56,TRUE,TRUE,8,8000000000,FALSE
2025-03-28T11:03:33.226973Z,prod,redis-deployment-9988,node-04,kubelet_down,FALSE,FALSE,0.27,7372193528,4920172,3697036,2176487,3335026,FALSE,3,305.74,TRUE,TRUE,8,32000000000,FALSE
2025-03-29T10:07:33.226994Z,kube-system,worker-deployment-4654,node-03,image_pull_error,TRUE,TRUE,0.54,5155916342,881063,5023134,1925669,3595290,FALSE,6,34.09,TRUE,TRUE,8,8000000000,TRUE
2025-03-07T07:39:33.227014Z,test,worker-deployment-6397,node-07,filesystem_error,FALSE,FALSE,1.22,2902901507,4517510,1639513,1468032,1223435,FALSE,0,422.43,TRUE,TRUE,4,32000000000,FALSE
2025-04-05T22:13:33.227033Z,prod,worker-deployment-9578,node-03,node_reboot,FALSE,FALSE,0.39,6202628503,8265672,9250489,63269,1160313,FALSE,9,315.46,TRUE,TRUE,8,8000000000,FALSE
2025-02-27T12:37:33.227051Z,prod,db-deployment-1505,node-04,pod_eviction,FALSE,FALSE,1.15,486272587,4772540,4662569,4677948,2902529,FALSE,1,144.26,TRUE,TRUE,16,8000000000,FALSE
2025-02-14T08:36:33.227072Z,kube-system,api-deployment-5308,node-04,memory_leak,TRUE,FALSE,1.16,2045759484,4181916,1350702,1973252,3445675,FALSE,4,102.3,TRUE,TRUE,16,32000000000,FALSE
2025-03-23T07:59:33.227091Z,test,worker-deployment-1220,node-07,disk_full,TRUE,TRUE,1.52,7989285179,780065,5577739,1945865,4519902,FALSE,7,301.5,TRUE,TRUE,4,8000000000,TRUE
2025-02-27T13:50:33.227110Z,test,redis-deployment-4045,node-02,pod_eviction,TRUE,TRUE,1.85,7583338058,3492057,9990585,1955140,1834825,FALSE,0,359.44,TRUE,TRUE,16,32000000000,TRUE
